Fecha,tas [K]
1908-01-16 12:00:00,290.11145
1908-02-15 12:00:00,292.0878
1908-03-16 12:00:00,291.72827
1908-04-16 00:00:00,291.5663
1908-05-16 12:00:00,291.5763
1908-06-16 00:00:00,289.07944
1908-07-16 12:00:00,287.39978
1908-08-16 12:00:00,286.39032
1908-09-16 00:00:00,287.77844
1908-10-16 12:00:00,288.06873
1908-11-16 00:00:00,289.58
1908-12-16 12:00:00,290.14484
1909-01-16 12:00:00,292.31244
1909-02-15 00:00:00,293.39853
1909-03-16 12:00:00,291.97217
1909-04-16 00:00:00,291.82404
1909-05-16 12:00:00,290.85815
1909-06-16 00:00:00,289.6926
1909-07-16 12:00:00,290.26495
1909-08-16 12:00:00,289.5345
1909-09-16 00:00:00,289.8852
1909-10-16 12:00:00,289.2082
1909-11-16 00:00:00,290.0404
1909-12-16 12:00:00,290.5818
1910-01-16 12:00:00,291.5654
1910-02-15 00:00:00,292.7009
1910-03-16 12:00:00,292.37512
1910-04-16 00:00:00,291.66672
1910-05-16 12:00:00,291.67847
1910-06-16 00:00:00,290.297
1910-07-16 12:00:00,288.45648
1910-08-16 12:00:00,289.12076
1910-09-16 00:00:00,288.62683
1910-10-16 12:00:00,287.25714
1910-11-16 00:00:00,288.47742
1910-12-16 12:00:00,289.73083
1911-01-16 12:00:00,291.70984
1911-02-15 00:00:00,291.64093
1911-03-16 12:00:00,292.15314
1911-04-16 00:00:00,291.55887
1911-05-16 12:00:00,290.98355
1911-06-16 00:00:00,289.92444
1911-07-16 12:00:00,290.0781
1911-08-16 12:00:00,290.17075
1911-09-16 00:00:00,288.29327
1911-10-16 12:00:00,289.20874
1911-11-16 00:00:00,289.5019
1911-12-16 12:00:00,289.74915
1912-01-16 12:00:00,291.43774
1912-02-15 12:00:00,291.46716
1912-03-16 12:00:00,292.34332
1912-04-16 00:00:00,291.42166
1912-05-16 12:00:00,292.2169
1912-06-16 00:00:00,290.49646
1912-07-16 12:00:00,290.35107
1912-08-16 12:00:00,290.2296
1912-09-16 00:00:00,289.65814
1912-10-16 12:00:00,289.0047
1912-11-16 00:00:00,289.45673
1912-12-16 12:00:00,291.11572
1913-01-16 12:00:00,292.9928
1913-02-15 00:00:00,293.59427
1913-03-16 12:00:00,292.6457
1913-04-16 00:00:00,292.15082
1913-05-16 12:00:00,292.17807
1913-06-16 00:00:00,290.91397
1913-07-16 12:00:00,291.01038
1913-08-16 12:00:00,288.51242
1913-09-16 00:00:00,289.96008
1913-10-16 12:00:00,288.7572
1913-11-16 00:00:00,290.0354
1913-12-16 12:00:00,290.96143
1914-01-16 12:00:00,291.42282
1914-02-15 00:00:00,291.51453
1914-03-16 12:00:00,291.46356
1914-04-16 00:00:00,290.6558
1914-05-16 12:00:00,291.64807
1914-06-16 00:00:00,291.67426
1914-07-16 12:00:00,290.73242
